suurus_m2;hind_m2_eur;muugi_hind_eur
18;3490,82;64554
89;3086,88;266064
18;3154,1;52181
18;3729,47;70392
20;3633,5;66758
18;3251,39;60196
18;3618,24;59556
18;3082,24;63333
18;3346,29;60413
18;3456,49;61775
18;3380,3;62581
18;3028,94;51779
19;3719,14;80062
21;3431,7;73344
18;3555,98;62154
20;3346,96;75298
18;3486,59;65047
19;3417,27;69169
22;3433,19;81088
18;3350,14;58430
18;3406,31;67982
18;3379,97;54132
18;3628,55;66779
69;3122,97;216275
18;3442,42;60870
18;3272,19;58058
22;3627,98;68560
19;3347,57;66151
22;3617,29;81459
18;3192,43;58660
18;3490,8;68177
18;3482,32;63667
18;3318,74;61463
18;3710,85;59659
19;3352,78;64955
21;3259,4;63715
24;3247,85;78687
18;3498,9;65321
18;3533,5;67626
18;3429,13;70132
19;3412,83;63313
18;3565,8;72083
65;2919,23;184512
18;3418,58;66047
28;3670,38;99833
20;3383,51;69667
18;3485,11;67547
18;3863,69;66486
18;3110,07;48679
20;3678,48;77309
21;3457,88;66508
18;3142,29;56902
21;3442,82;74951
18;3421,69;71218
18;3346,89;52533
18;3286,35;53224
18;3496,8;56819
18;3547,59;63873
19;3383,82;61035
18;3243,23;59653
32;3617,92;125986
18;3682,13;65063
18;3388,38;63243
18;3622,05;67148
18;3552,74;61513
18;3601,61;65034
18;3452,6;64149
18;3488,14;68548
18;3121,9;61399
18;3393,54;65789
18;3404,86;63502
18;3682,77;66990
21;3363,47;61964
18;3365,3;57546
18;3138,19;60127
18;3150,07;51384
18;3538,6;68849
18;3377,14;59273
19;3466,54;69317
19;3308,35;58699
19;3458,69;68684
21;3120,38;67872
18;3266,11;54049
18;3519,08;70295
18;3577,53;55724
27;3267,76;86618
18;3543,87;57587
18;3723,13;68453
31;3418,23;108897
18;3437,12;58228
18;3145,11;59093
19;3541,89;64977
39;3635,73;145556
18;3348,74;62282
18;3443,68;59034
18;3451,91;57390
18;3388,38;64715
18;3408,51;62348
19;3385,3;62661
18;3413,33;69109
21;3129,96;62533
25;3143,15;76412
18;3590,59;59647
18;3362,28;62218
18;3333,5;69163
23;3202,28;73419
18;3537,96;59259
35;2978,31;99584
18;3478,82;57100
18;3224,09;61445
20;3388,19;66578
18;3268,71;60004
19;3620,66;74335
18;3474,38;57281
18;3440,3;59855
18;3368,33;52794
18;3291,24;59491
18;3336,3;64502
20;3364,21;71613
18;3520,63;60998
18;3100,91;56877
18;3334,78;62812
18;3444,86;60931
18;3243,83;63226
18;2945,13;50940
20;3630,7;73654
18;3664,74;76325
20;3298,46;65904
18;3496,91;66592
19;3415,17;65400
19;3377,02;69283
19;3443,5;54799
18;3492,98;56295
20;3501,82;61720
18;3545,26;63685
18;3190,46;59083
19;3304,54;78256
18;3443,36;65832
18;2982,66;51987
18;3317,67;63465
26;3395,63;91293
18;3438,01;67702
18;3248,47;50600
18;3223,59;51891
18;3727,55;65797
18;3710,44;60405
18;3503,5;70527
22;2861,88;56343
18;3161,3;58171
18;3535,22;67038
20;3428,82;71479
18;3851,35;60681
18;3310,01;61127
18;3571,47;60086
19;3337,76;58330
20;3406,61;76475
19;3268,24;66903
18;3380,95;55570
19;3083,49;59673
18;3304,14;61051
22;3476;78325
19;3343,01;56694
18;3376,84;62036
18;3441,94;67539
32;3347,1;117972
18;3540,68;65530
18;3174,2;55870
19;3572,62;67109
18;3546,47;63859
19;3681,36;67098
26;3279,35;80138
19;3374,72;66427
19;3720,28;65838
18;3548,37;67660
18;3306,71;59014
19;3730,37;68002
18;3352,04;55245
18;3423,58;54787
18;3392,23;56339
18;3375,07;63416
19;3628,05;62842
19;3470,52;61653
20;3295,7;70640
18;3489,86;63888
18;3226,33;57378
18;3421,95;64569
18;3279,79;63622
28;3168,37;87278
18;3418,18;59708
18;3488,28;75728
18;3021,7;60679
19;3267,57;52071
18;3453,62;62194
22;3173,41;67799
19;3417,66;57067
27;3585,89;95011
18;3353,2;53641
18;3484,2;60498
18;3611,19;66901
18;3177,75;54903
29;3208,39;95003
18;3551,46;65778
19;3435,73;69126
18;3544,52;74992
25;3434,77;87380
18;3532,11;61766
24;3344,33;82018
19;3091,18;62456
19;3486,91;68510
22;3232,92;80938
20;3560,81;68132
18;3836,62;73760
18;3539,4;61935
18;3462,86;56424
18;3253,37;53859
18;3053,47;59746
18;3603,75;60436
21;3451,43;71780
18;2944,07;57115
18;3191,94;53562
18;3229,57;62518
18;3480,71;60729
18;3411,05;63329
30;3451,38;101240
18;3194,4;57905
18;3571,33;59665
18;3412,92;65558
18;3460,82;70223
19;3218,48;51544
19;3378,08;59604
18;3225,76;61004
18;3576,64;66823
18;3331,52;57983
18;3439,3;65452
18;3746,24;65915
18;3634,9;69449
23;3171,27;76747
18;3352,54;62983
18;3312,44;63314
19;3340,64;73914
18;3350,14;62029
18;3142,14;52302
18;3252,94;58606
18;3770,17;76977
18;3305,92;55220
22;3099,91;67754
18;3637,72;69830
18;3438,87;64722
18;3370,26;53938
18;3275,06;59042
18;3417,41;55701
21;3283,81;78031
18;3785,85;68644
19;3213,69;56622
18;3404,24;62943
23;3310,09;82040
18;3481,15;61309
21;3756,31;76568
18;3511,12;60532
18;3142,74;59995
18;3284,8;56605
28;3182,34;87777
18;3576,68;63597
18;4056,46;71256
20;3362,41;63856
18;3360,05;59315
18;3580,03;62614
19;3624,22;71116
20;3183,62;66466
35;3486,9;123502
18;3432,45;60421
18;2819,01;51363
18;3117,62;63361
20;3568,15;69658
19;3143,91;57393
18;3691,6;63790
19;3767,61;72137
18;3578,69;78081
19;3073,67;65163
21;3745,81;80165
18;3654,45;73666
18;3555,17;62028
18;3675,91;72621
18;3394,38;63092
20;3414,98;73371
18;3416,15;55270
19;3547,33;72928
18;3282,25;64529
26;3141,26;77045
18;3449,17;59754
19;3582,24;74677
18;3297,75;59251
18;3295,67;57254
18;3162,74;62378
18;3456,46;60579
19;3311,92;62458
19;3561,33;68866
18;3171,79;61051
33;3460,25;116749
29;3458,77;103215
18;3496,71;61005
18;3527,01;66972
18;3494,59;69387
18;3572,1;66574
18;3380,92;54029
18;3346,44;65589
20;3519,02;75492
20;3199,13;75177
20;3317,02;67864
18;3496,21;65572
148;3160,97;463304
34;3032,49;111801
18;3154,31;57299
20;3098,92;53428
18;3068,55;53082
18;3183,13;62318
19;3524,63;77660
22;3240,46;67029
18;3516,67;62525
19;3395,34;71189
18;3355,71;59362
18;3392,73;66932
21;3343,29;62698
21;3386,55;73637
18;3412,92;60541
21;3417,97;67103
20;3365,87;65791
18;3246,69;57809
19;3472,03;61910
18;3666,18;63844
18;3997,84;76427
18;3419,86;56939
25;3550,52;96775
18;3264,78;48974
60;3294,75;192224
18;3483,02;57832
18;3258,17;54036
25;3149,95;78518
18;3328,16;60246
18;3506,93;62680
31;3496,9;122602
24;3659,78;88180
18;3612,57;65996
21;3554,6;76723
18;3390,13;53433
18;3487,22;55742
18;2861,24;49939
18;3330,37;61248
20;3124,37;61873
19;3244,23;61994
19;3586,51;73041
18;3276,49;54817
18;3307,41;52774
19;3231,63;60196
20;3134,24;61836
18;3638,53;67770
19;3417,12;68848
18;3602,37;63861
18;3583,82;71256
18;3537,92;61244
19;3349,47;54920
18;3389,89;62932
21;3225,04;67950
21;3379,59;75007
20;3153,58;64636
20;3340,1;58681
19;3305,91;72736
18;3189,63;57257
18;3341,35;56999
24;3519,57;87301
18;3398,15;65908
18;3352,03;57298
18;3624,39;70939
18;3431,87;62803
18;3764,68;69784
19;3586,24;71610
18;3550,73;66393
20;3603,91;64357
22;3601,42;77046
18;3394,52;58098
18;3572,81;64969
18;3067,79;59545
18;3420,16;60590
18;3455,78;65601
19;3374,58;71072
18;3731,61;72777
18;3158,93;57632
22;3135,57;72795
18;3610,17;59935
20;3243,84;54985
18;3673,78;54797
18;3632,77;66217
18;3576,69;66416
18;3677,56;65973
18;3364,17;60499
18;3636,83;72891
19;3375,2;70659
20;3327,5;70750
18;3300,27;55677
26;3243,43;83692
20;3207,88;64756
19;3211;61117
18;3284,61;50643
18;3523,58;68003
18;2942,57;52882
23;3403,82;85472
18;3224,4;63795
18;3404,72;65151
19;3272,19;65180
18;3334;58197
19;3451,26;70967
18;3708,64;62503
18;3504,36;60340
19;3369,65;60320
19;3718,39;72423
18;3252,68;55664
26;3328,91;86448
18;3391,94;53579
21;3372,39;67056
18;3278,43;60388
18;3433,38;57880
18;3559,61;63057
18;3273,42;61738
18;3449,44;51868
18;3499,36;63476
18;3352,05;59026
19;3371,77;68096
18;3746,99;63178
20;3826,13;82166
22;3585,11;78703
22;3391,06;74821
20;3208,61;62998
18;3319,83;65644
18;3389,1;58734
25;3526,61;90500
18;3195,7;53249
18;3077,3;58026
18;3354,9;51957
20;3511,98;73507
18;3375,01;69544
18;3746,98;72595
19;3235,93;63452
18;3604,97;67026
18;3498,47;57492
18;3555,63;63766
54;3431,55;181894
18;3305,49;53846
18;3234,98;57045
18;3376,13;54703
36;3363,42;119322
77;3024,82;234417
19;3114,82;52063
18;3524,57;55518
20;3475,46;68185
19;3472,08;63887
18;3393,08;66119
18;3238,82;52394
18;3490,94;66635
20;3355,99;61940
18;3562,44;61122
18;3127;58820
18;3372,94;62523
18;3231,88;55796
18;3676,56;76837
18;3420,78;62256
18;3431,24;56217
18;2987,04;53816
20;3496,75;72547
20;3686,06;62590
18;3396,36;57863
18;3172,87;62034
18;3159,31;57138
18;3516,32;70971
18;3493,49;56862
19;3335,02;64169
18;3241,72;68158
67;3572,53;237127
18;3733,06;58664
63;3361,94;211740
18;3647,96;60927
19;3591,73;67683
19;3283,96;65693
18;3458,99;51815
22;3403,37;76470
19;3743,79;68152
19;3548,69;63078
18;3474,83;64687
18;3390,52;61258
28;3102,35;93669
18;3715,11;68657
18;3252,01;64266
18;3320,42;57395
18;3408,19;68238
18;3294,1;65294
18;3429,21;57353
18;3599,1;63286
22;3489,32;81048
18;3540,85;63661
18;3547,66;64571
170;2885,47;491317
33;2912,09;94874
18;3471,36;61781
18;3693,48;62211
18;3368,19;55110
18;3699,68;65076
19;3635,56;67240
18;3424,62;52886
18;3585,8;65781
18;3045,9;57089
18;3656,89;64114
18;3567,06;68884
18;3593,69;69436
19;3532,69;71023
18;3370,7;63496
19;3370,72;66961
111;2867,5;317760
18;3324,03;59011
18;3484,02;64522
18;3345,55;62373
20;3283,7;69633
18;3273,03;59923
18;2972,63;54679
29;3295,57;93318
18;3216,05;59670
18;3249,09;53820
18;3715,78;62601
18;3305,38;57649
18;3444,39;62029
22;3568,63;73170
22;3600,67;75271
18;3470,76;61027
18;3547,75;58832
18;3288,29;58932
21;3295,22;67146
21;3392,35;82075
18;3554,58;63522
18;3429,79;54035
18;3559,14;64245
18;3285,94;62053
18;3341,75;57809
27;3524,9;103444
18;3436,92;53799
18;3549,97;66079
18;3666,72;63636
18;3674,78;72739
18;3337,15;59212
19;3437,53;63189
19;3476,95;58584
24;3582,68;86637
22;3482,36;79187
20;3314,4;66039
18;3133,83;50388
18;3415,37;57955
18;3220,11;57894
19;3457,06;70519
18;3365,07;60917
18;3322,44;60298
18;3352,36;59005
21;3178,69;65518
18;3373,05;62553
18;3342,24;58435
18;3469,77;71277
18;3040,12;56957
18;3395,99;58863
18;3645,65;63836
18;3534,32;62044
18;3495,97;67552
18;3364,8;56189
20;3345,11;64892
18;3371,46;57597
18;3444,91;57558
30;3289,07;95878
28;3422,06;91542
18;3320,25;57577
20;3326,26;59021
18;3603,93;62015
18;3210,98;50135
18;3483,6;69243
18;3877,49;70671
18;3179,73;62962
18;3202,4;58111
18;3701,82;71027
19;3477,34;65892
18;3033,52;57257
18;3460,92;59753
20;3269,29;64671
20;3468,26;73654
18;3370,68;61790
18;3356,65;58125
18;3348,51;63571
18;3412,57;56928
18;3260,59;56153
18;3492,16;79951
19;3449,84;66819
18;3232,98;59894
18;3334,16;60127
27;3619,72;111549
18;3331,89;68241
19;3236,01;54240
19;3534,18;71885
18;3376,17;59395
19;3132,73;59505
18;3494,7;56749
18;3358,47;56768
18;3719,25;68929
21;3253,13;73424
18;3381,4;60424
18;3331,76;61249
20;3441,23;68860
18;3491,17;66227
18;3125,04;56371
18;3290,74;55707
19;3207,98;56956
18;3378;65748
18;3494,55;69643
18;3448,37;67323
27;3361,72;94032
18;3611,45;62245
19;3395,86;65346
19;3154,15;63101
18;3419,45;68138
21;3088,27;70906
18;3265,94;50285
18;3619;64598
18;3747,79;64755
18;3632,21;62944
18;3558,67;64563
19;3440,8;62614
18;3033,28;52623
21;3446,39;77881
19;3539,88;64499
34;3929,57;135272
19;3199,8;56542
18;3250,13;59779
18;3525,08;65477
19;3422,34;68985
21;3311,66;71074
52;3343,74;178542
18;3423,27;56771
19;3342,45;59128
19;3656,85;72138
18;3300,51;66562
18;3629,57;65266
18;3532,57;65196
18;3455,75;67284
20;3416,25;65170
18;3317,31;59309
18;3546,67;62639
18;3670,25;68491
18;3281,71;60650
23;3316,42;67554
18;3281,28;59892
18;3332,43;56295
18;3490,37;67227
18;3445,91;61513
22;3482,95;77236
18;3188,8;61016
19;3571,08;79067
19;3220,23;65323
18;3669,27;66417
18;3518,94;60637
18;3518,06;62287
18;3336,95;56327
18;3367,79;62671
38;2975,28;117103
18;3352,03;66018
19;3359,09;68841
20;3411,1;68741
18;3126,21;57006
18;3220,92;56169
18;3609,9;58456
18;3192,75;63024
19;3556,2;70669
69;2975,6;207339
18;3417,01;58375
18;3146,85;60529
18;3749,99;60739
18;3261,64;54814
21;3186,07;66435
22;3507,65;78006
19;3569,09;70736
20;3746,93;78533
18;3213,58;67397
21;3397,57;71376
18;3440,76;62572
18;3400,3;62143
18;3376,82;54259
18;3477,49;62960
18;3475,33;66839
18;3388,11;63807
18;3289,59;48098
18;3313,78;63844
18;3338,72;68432
25;3365,49;83594
18;3629,58;63368
18;3341,76;63957
18;3427,88;65430
21;3625,93;77633
18;3211,38;54850
18;3140,97;57170
18;3171,3;62303
18;3312,66;62680
18;3464,51;61512
21;3443,2;80187
19;3432,37;70007
19;3148,4;62466
18;3522,98;70704
21;3030,48;61107
21;3481,4;73099
18;3240,69;62012
27;3264,57;89703
18;3304,03;59079
24;3280,38;83435
18;3316,28;54457
18;3156,32;59513
32;3615,84;109029
25;3256,99;82394
18;3611,08;57119
19;3581,02;66746
18;3569,16;72612
64;3106,9;200050
18;3435,05;64334
18;3499,25;63765
20;3591,71;74526
18;3416,92;65029
18;3583,4;63355
19;3411,06;67662
18;3828,46;68615
18;3420,52;62322
18;3491,03;63455
19;3507,89;62826
18;3591,4;58818
42;3166,14;131763
18;3542,66;67349
39;3137,83;124190
69;3088,61;214473
18;3358,3;59138
22;2987,04;69202
18;3359,6;58699
19;3794,89;74414
19;3611,03;67456
18;3056;59672
18;3364,71;64744
18;3443,29;61749
18;3398,34;57345
18;3255,39;62316
18;3413,18;59207
18;3444,65;54045
20;3473,44;65071
18;3764,76;76326
18;3306,99;63799
24;3549,4;82752
18;3370,42;57336
35;3534,66;124981
19;3529,5;67985
19;3233,35;64273
20;3255,43;62334
18;3164,67;52630
19;3687,19;68273
22;3420,59;76004
114;3037,23;346165
18;3426,89;62890
18;3529,76;70090
20;3445,29;76417
23;3317,54;80580
18;3288,47;63834
21;3159,39;74082
20;3374,45;68311
19;3410,25;56450
18;3422,06;65569
21;3588,02;76694
18;3317,52;61072
18;3653,04;66289
18;3330,99;68704
18;3541,81;59040
18;3315,19;46707
18;3291,31;68428
30;3518,8;98563
18;3347,93;61463
21;3750,13;77780
18;3655,63;60671
18;3357,83;70046
26;3455,44;96121
20;3657,21;71628
18;3171,73;57996
18;3126,65;52973
18;3506,3;56868
18;3660,56;70147
18;3300,82;61472
18;3647;71494
19;3490,48;65357
18;2906,4;52068
18;3357,22;60767
20;3716,37;69380
19;3500,23;72056
18;3467,96;60731
18;3291,67;61466
18;3071,84;54267
18;3451,57;59998
18;3230,43;60380
18;3390,5;58508
18;3342,65;53490
18;3366,12;51518
24;2952,54;70752
18;3300,29;59802
18;3319,9;67565
18;3630,38;60735
18;3465,48;66280
19;3338,19;56826
20;3495,81;67659
18;3326,44;59854
18;3442,77;60289
18;3493,23;57413
18;3271,02;56389
18;3193,21;65930
19;3100,76;65136
18;3500,18;59942
18;3374;63398
18;3324,22;63239
22;3200,33;71625
18;3385,71;69001
18;3604,86;70817
18;3544,7;66159
19;3213,54;53714
76;2834,81;215304
18;3294,68;60350
19;3124,49;56576
20;3409,68;71857
18;3504,36;60527
20;3543,36;67706
18;3140,2;62996
19;3301,67;65423
20;3430,27;70243
21;3420,71;70968
18;3376,78;68130
18;3573,25;73464
18;3564,63;63801
23;3163,9;72706
19;3450,64;63956
18;3689,92;68418
18;3304,94;62236
18;3331,95;63591
18;3540,12;62331
18;3572,97;63915
19;3556,2;72559
30;3312,23;97286
18;3446,46;62868
18;3117,56;52329
18;3460,65;68395
18;3409,01;64656
18;3155,61;57159
18;3610,53;64847
233;2343,81;545256
20;3423,08;68966
18;3525,8;67248
19;2945,04;55418
23;3692,73;84840
18;3368,34;57570
19;3400,78;65477
18;3384,57;67767
18;3583,59;59211
18;3306,73;64222
21;3179,05;66209
18;3343,96;58836
19;3641,42;67227
18;3441,41;63149
26;3385,93;80922
21;3452,74;75467
21;3323,96;72880
18;3131,26;58748
18;3379,23;60472
19;3207,32;60357
18;3450,03;50000
18;3386,99;55685
19;3493,78;64384
18;3494,59;57638
19;3233,55;64708
18;3244,18;59341
18;3408,02;74221
18;3465,21;59495
19;3880,47;72535
18;3375,74;60389
18;3249,47;68597
20;3633,54;72197
19;3441,46;60602
19;3197,01;54641
18;3270,41;59308
19;3499,65;67890
18;3414,99;45510
20;3362,55;66427
18;3356,04;57795
19;3553,65;74390
18;3353,91;63220
18;3213,63;62685
19;3319,29;64320
19;3600,89;76441
18;3782,92;67868
18;3596,52;64710
18;3202,81;58828
19;3428,58;64158
19;3448,4;64970
18;3865,27;69235
18;3480,6;60214
18;3318,26;50925
19;3433,05;64740
172;2553,28;441108
18;3442,82;64222
18;3335,34;64044
19;3778,73;69116
18;3221,79;53632
18;3257,86;57446
25;3338,52;86182
22;3498,73;74494
18;3212,39;58800
19;3335,43;63262
18;3531,82;60663
20;3302,64;61006
25;3268,29;80214
19;3431,44;60963
18;3442,75;59166
18;3351,43;66032
18;3451,28;64134
18;3558,62;66823
18;3651,84;64846
18;3260,45;63712
18;3370,47;61383
18;3235,48;56723
18;3491,18;63467
18;3259,35;57493
18;3530,27;67381
18;3317,07;67858
18;3354,14;65691
18;3303,52;61516
18;3553,94;61919
19;3144,82;66231
18;3561,15;55092
18;3449,51;68568
18;3313,95;61439
18;3317,61;58599
18;3088,86;58113
18;3202,56;57810
18;2981,22;57409
19;3334,03;62731
18;3541,74;59646
23;3356,3;77068
19;3514,69;60055
22;3533,51;83302
18;3482,56;68831
19;3287,8;62350
19;3610,98;62098
18;3635,66;74094
19;3339,39;66264
26;3405,83;88344
25;3453,21;88848
21;3409,37;73963
18;3593,87;67477
19;3350,04;56568
20;3099,63;65730
18;3212,18;57716
18;3414,08;59976
18;3140,83;56173
18;3556,59;58131
18;3293,55;55387
18;3280,69;57246
18;3278,37;59273
19;3056,17;56826
18;3946,56;68195
18;3576;59984
20;3407,79;72743
19;3578,79;63492
18;3273,32;61869
20;3439,16;67172
18;3419,05;62169
23;3497,89;77505
18;3286,7;63516
18;3562,49;61304
19;3459,12;65128
18;3429,5;55634
18;3211,85;53828
18;3585,72;62460
18;3230,22;56312
33;3223,45;98640
19;3671,59;71680
19;3204,54;58677
21;3374,48;71027
18;3050,53;59741
18;3285,37;63355
18;3563,17;68401
18;3172,6;55780
18;3433,78;65915
18;3747,81;67227
18;2948,76;56770
18;3461,95;61144
18;3555,83;59494
18;3138,94;60008
18;3508,57;68150
20;3545,16;73601
18;3474,79;60032
22;3582,55;76557
18;3520,23;68271
18;3454,38;66258
18;3516,21;66301
19;3467,7;75982
18;3684,08;64318
24;3085,57;76240
18;3244,33;63182
18;3402,57;57137
18;3390,22;64007
19;3364,91;63610
18;3519,53;65555
18;3629,88;75457
18;3448;68205
23;3425,09;83508
18;3521,05;67464
19;3102,2;56271
18;3266,03;64751
18;3432,05;74683
19;3442,64;67092
18;3448,33;59491
18;3439,17;58454
18;3574,07;66929
18;3160,94;57361
18;3111,88;46917
18;3481,12;56287
18;3466,62;64690
18;3152,55;56644
18;3590,84;69559
19;3437,06;61506
18;3415,43;60882
21;3249,33;64413
19;3543,58;70744
18;3521,7;58321
18;3279,84;58823
19;3437,77;69388
18;3595,38;64008
18;3576,55;60056
19;3594,64;68757
18;3214,32;50606
18;3463,2;62643
19;3594,12;61494
18;3649,25;65374
18;3616,76;75252
18;3209,79;54346
18;3367,21;62877
21;3317,3;71855
18;3400,77;61581
20;3512,83;70080
18;3541,77;63700
18;3381,87;54959
18;3411,12;67036
20;3445,61;72572
25;3268,11;87182
18;3465,39;58289
19;3338,25;67306
18;3259,54;49188
18;3451,93;68894
18;3290,15;54021
18;2995,76;47102
18;3336,01;67313
19;3481,65;64446
27;3358,2;81219
18;3430,37;63970
18;3254,5;67951
18;3346,07;66093
19;3764,08;69316
18;3351,1;64798
21;3608,48;79509
18;3800,67;66029
18;3326,56;64282
18;3544,07;62109
18;3330,93;67666
18;3527,87;65134
18;3439,99;57250
22;3339,13;67143
18;3260,63;65247
18;3385,61;56891
19;3601,91;64770
18;3401,82;57392
18;3553,12;70917
18;3595,11;67348
18;3719,42;74248
19;3124,34;65611
18;3390,43;63015
87;2832,77;245132
24;2995,9;78168
18;3482,07;58150
18;3623,84;61826
18;3855,47;61886
18;3536,01;63854
18;3621,05;67146
18;3506,47;67692
19;3249,08;62146
18;3370,5;57028
19;3407,97;64997
18;3145,07;57933
18;3553,91;64876
19;3509,98;68661
18;3240,05;56302
18;3604,46;51541
19;3456,44;67021
27;3373,34;89139
22;3305,46;77372
18;3629,95;63915
20;3516,88;67393
23;3493,27;82883
191;2746,56;523886
18;3319,13;51848
18;3480,23;59353
52;3244,16;171175
19;3574,87;63423
18;3327,05;56029
18;3670,62;65725
18;3327,68;53606
19;3775,2;67273
18;3473,21;61472
19;3591,23;61808
18;3173,56;55521
18;3428,56;55137
18;3147,65;54175
18;3802,1;70137
18;3117,06;59869
18;3330,59;60299
18;3310,1;61359
19;3377,63;63610
22;3447,38;78945
18;3296,52;56790
19;3323,42;57818
18;3227,4;61580
18;3534,08;68135
20;3612,56;65682
18;3247,91;54716
18;3619,46;73327
18;3265,31;54942
22;3493,56;77337
18;3762,27;65744
18;3371,19;64624
18;3236,48;65236
20;3318,52;64425
26;3557,84;96663
18;3658,33;63694
19;3334,73;61551
18;3325,09;49189
18;3616,5;68051
18;3557,87;57694
18;3196,38;57010
18;3393,63;53418
21;3374,93;76142
18;3107,61;57390
18;3447,81;72353
19;3096,66;57471
20;3353,22;62346
18;3487,91;65594
23;3218,51;77177
19;3451,33;74725
18;3103,09;53217
19;3525,55;63999
18;3213,23;60794
18;3507,89;64065
19;3518,78;72244
18;3485;53255
19;3494,69;70799
18;3517,37;62578
18;3275,94;61836
18;3025,87;51796
34;3600,64;121763
18;3689,08;69221
44;3291,24;149503
18;3266,92;55138
18;3250,21;60337
18;3457,48;60166
18;3399,54;55417
18;3105,02;55313
19;3285,93;61785
22;3178,79;75461
18;3096,57;61923
21;3346,96;72728
18;3230,85;62022
18;3612,71;63153
18;3262,93;55925
29;3500,69;107456
18;3491,08;66491
36;3081,41;119849
18;3183,64;54377
19;3565;67942
18;3133,33;55332
19;3369,31;60791
19;3458,8;70007
19;3441,6;58259
19;3384,91;60507
18;3337,76;61403
18;3274,07;60326
19;3688,56;65193
19;3617,1;72389
26;3237,05;87859
19;3239,8;61580
18;3129,75;52664
20;3501,33;70841
21;3189,08;68144
18;3093,84;56241
116;2971,88;347837
18;3134,26;56843
18;3509,57;60806
18;3444,91;59902
18;3521,01;67802
37;3304,75;118496
18;3457,55;65951
18;3333,59;64415
18;3153,85;52625
18;3354,17;66574
18;3476,11;63473
18;3118,3;53201
18;3177,77;59250
19;3581,08;64113
20;3358,87;68418
19;3505,85;62782
18;3394,44;55845
20;3497,03;71820
18;3600,23;69654
18;3232,69;60080
47;3044,19;147775
24;3787,35;98924
18;3339,83;56468
22;3299,11;68975
21;3294,07;72219
20;3428,05;65219
21;3591,57;75200
21;3616,08;80030
18;3182,93;53847
18;3540,55;62672
19;3269,7;55118
18;3455,4;66954
18;3637,07;59697
18;3369,63;67633
18;3144,59;51980
18;3362,92;64547
20;3450,68;74677
20;3400,12;74492
18;3670,96;62703
21;3443,63;68782
20;3353,88;53006
19;3715,8;66569
31;3306,42;100243
23;3238,28;73883
20;3404,22;66839
18;3544,93;67971
18;3488,26;59856
18;3634;66500
18;3316,1;65462
18;3554,14;68832
18;3460,67;56336
22;3200,4;69076
19;3513,24;68069
19;3454,76;65126
18;3376,67;60774
18;3727,8;66101
19;3120,44;64439
18;3300,19;58696
19;3225,69;61883
28;3137,73;85061
19;3777,56;69766
19;3541,01;66604
29;3202,7;89441
18;3493;66778
34;3515,83;113874
18;3642,6;70936
32;3255,84;108313
22;3504,13;77414
18;3096,17;56224
18;3387,57;61642
19;3624,41;65587
18;3311,3;53210
19;3268,08;55441
19;3587,27;58543
18;3443,36;65696
19;3607,65;75065
18;3165,47;51179
19;3346,93;61006
18;3168,96;57308
18;3262,05;58486
18;3823,46;70240
18;2966,16;54454
20;3168,28;68134
18;3457,27;58138
18;3555,54;61532
18;3258,73;54773
19;3386,43;65158
18;3181,65;62446
18;3255,36;61464
18;3504,61;54201
18;3256,06;58396
18;3664,39;72044
18;3368,98;60719
66;3398,01;222766
19;3326,09;62922
35;3310,41;118223
18;3472,39;59887
18;3404,12;65339
18;3552,51;61377
30;3676,78;110710
18;3513,39;64918
18;3453,32;62822
18;3383,32;52100
18;3374,87;61354
18;3298,96;59212
18;3317,57;54051
18;3478,6;66196
18;3515,71;60593
18;3310,96;60936
18;3408,99;53803
87;3228,96;280115
20;3432,17;70046
19;3560,66;65306
18;3282,31;60597
19;3499,13;69954
22;3244,38;74413
18;3541,44;64659
18;3561,68;61262
18;3499,39;56705
18;3598,99;70801
51;3256,16;172704
18;3493,45;63480
18;3359,09;61927
18;3653,02;64898
27;3289,32;92610
23;3111,43;68778
19;3372,54;70690
19;3481,41;68628
18;3401,93;63133
18;3360,28;64671
19;3176,93;58521
18;3563,21;68609
19;3351,98;62729
18;3178,36;53875
18;3494,9;66632
18;3420,57;59361
18;3767,66;68607
18;3654,03;68972
19;3284,09;60409
19;3778,49;73715
18;3218,61;61233
18;3333,82;54076
20;3437,12;80532
20;3057,83;61758
18;3062,52;53641
37;3472,05;129063
19;3348,48;67448
18;3331,64;56544
23;3167,45;72834
18;3059,9;50802
18;3148,62;62109
18;3306,98;61140
18;3541,38;70903
18;3723,79;66750
19;3638,87;72079
19;3211,61;57907
18;3214,21;59921
26;3281,02;82170
18;3689,2;64061
18;3840,53;61849
18;3690,34;64225
18;3402,79;64700
18;3471,06;61734
18;3475,8;60638
18;3465,79;60107
18;3353,97;57763
20;3170,8;65248
18;3168,5;55630
18;3543,55;61138
18;3460,2;70639
18;3679,92;62154
19;3408,83;73813
18;3625,5;65582
18;3435,43;60623
23;3224,63;76797
20;3357,73;71178
18;3276,52;57605
18;3305,04;60050
18;3591,05;60515
18;3352,69;63731
18;3474,44;62282
18;3511,92;62283
25;3504,62;85489
18;3518,59;63161
18;3564,31;68822
18;3466,02;60839
20;3353,28;75995
21;3367,79;78519
19;3406,21;61380
19;3342,7;59892
18;3605,99;64693
21;3639,76;69661
19;3428,51;57891
18;3377,5;61903
18;3278,68;56745
18;3266,43;60253
21;3601,09;74092
18;3296,47;62863
21;3512,51;78947
19;3718,8;69847
18;3451,81;66135
